num_edges,num_of_connectComp,num_nodes_LCC,num_edges_LCC,diameter_LCC,avg_geodesic_dist_LCC,avg_deg_connectivity,avg_deg_connectivity_LCC,degree_entropy,degree_max,degree_mean,degree_median,degree_std,degree_q025,degree_q075,avg_shortest_path_length_LCC,avg_global_efficiency,harmonic_mean,avg_local_efficiency_LCC,node_connectivity_LCC,edge_connectivity_LCC,transitivity,num_triangles,avg_clustering_coef,square_clustering_mean,square_clustering_median,square_clustering_std,num_2cores,num_3cores,num_4cores,num_5cores,num_6cores,num_2shells,num_3shells,num_4shells,num_5shells,num_6shells,num_4cliques,num_5cliques,max_clique_size,large_clique_size,num_shortest_3paths,num_shortest_4paths,num_shortest_5paths,num_shortest_6paths,size_min_node_dom_set,size_min_edge_dom_set,wiener_index_LCC,betweenness_centrality_mean,betweenness_centrality_max,central_point_dominance,Estrata_index,avg_eigenvec_centrality,max_eigenvec_centrality,noise_Gauss,noise_Unif,noise_Bern,noise_disc_Unif
True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True
